r v real_class
1.127 0.908 BS
0.651 1.027 CL
0.575 1.056 CL
0.621 0.322 CL
0.258 0.893 RIN
0.964 0.348 CL
0.595 0.784 CL
0.602 0.431 CL
0.374 0.92 RIN
0.213 0.949 CL
0.516 0.851 CL
0.049 0.604 RIN
0.662 1.367 CL
0.941 0.828 RIN
1.154 0.731 BS
0.257 1.5 CL
0.689 0.244 CL
1.344 0.214 IN
0.945 1.324 BS
0.959 0.127 BS
0.284 1.731 RIN
1.259 0.754 BS
0.644 1.151 RIN
0.54 0.824 RIN
1.163 0.506 BS
0.862 0.513 CL
0.518 0.244 RIN
0.586 0.952 CL
0.383 0.276 CL
0.942 0.105 CL
0.803 0.312 CL
0.267 1.136 RIN
0.622 0.208 CL
0.983 0.169 BS
1.066 0.431 BS
0.876 0.029 BS
0.682 1.337 RIN
0.909 0.193 IN
0.394 1.6 RIN
0.801 1.106 CL
0.912 0.52 RIN
0.959 0.419 BS
0.623 0.496 RIN
0.098 0.648 CL
0.741 0.598 BS
0.988 0.655 CL
0.557 0.081 RIN
0.386 0.405 RIN
0.335 0.967 BS
0.698 0.79 RIN
0.577 0.243 RIN
1.24 1.074 BS
1.052 0.055 CL
1.013 0.613 BS
0.231 1.214 RIN
0.71 0.703 RIN
0.292 1.466 RIN
0.197 0.821 CL
1.134 1.372 IN
0.088 0.364 RIN
1.034 1.244 IN
0.188 1.327 IN
0.565 0.604 CL
0.484 0.524 CL
1.128 0.063 IN
0.957 0.085 IN
0.958 0.624 CL
0.234 0.812 RIN
0.438 0.249 CL
0.874 0.021 CL
1.293 1.313 IN
0.332 1.923 RIN
0.166 0.454 RIN
0.88 0.814 RIN
0.773 0.268 RIN
0.486 0.88 RIN
0.799 0.586 CL
1.073 1.512 IN
0.468 0.526 RIN
0.631 0.016 RIN
0.943 0.77 BS
0.894 0.132 RIN
0.764 0.252 CL
1.08 1.429 IN
0.656 1.465 RIN
0.592 0.482 IN
0.134 0.315 CL
0.837 0.123 RIN
0.192 1.557 RIN
1.193 0.486 BS
0.291 0.93 RIN
0.59 0.517 RIN
0.31 0.696 CL
0.667 1.566 RIN
0.461 1.524 RIN
1.249 0.453 BS
1.042 0.839 IN
0.926 1.005 BS
0.343 0.406 RIN
1.241 0.633 BS
0.73 1.461 RIN
0.945 0.478 CL
0.449 0.78 RIN
0.646 0.487 RIN
1.065 0.465 CL
0.14 0.811 RIN
0.338 0.494 CL
1.2 0.375 BS
0.383 1.681 RIN
0.678 2.144 RIN
0.048 1.531 CL
0.566 0.898 RIN
1.097 0.546 CL
0.639 1.577 RIN
1.038 0.379 BS
0.429 0.1 CL
0.352 0.71 CL
0.553 0.899 RIN
0.231 2.351 RIN
0.32 0.097 CL
0.626 1.11 RIN
0.239 0.655 CL
0.89 0.374 CL
0.391 0.206 RIN
0.386 1.31 CL
1.226 0.422 IN
0.105 0.285 CL
0.478 0.789 IN
0.688 0.001 RIN
0.766 0.173 CL
0.963 1.371 BS
0.855 0.097 RIN
0.182 0.677 RIN
0.497 2.029 RIN
0.754 0.304 CL
1.117 1.258 IN
0.552 0.128 CL
0.682 0.054 CL
0.712 1.187 IN
0.621 1.151 RIN
0.46 0.367 RIN
0.592 1.342 RIN
0.344 0.152 RIN
1.143 1.385 BS
0.652 1.621 BS
0.335 1.701 RIN
0.439 0.859 CL
0.505 0.225 CL
1.266 0.044 CL
0.929 1.114 IN
0.724 1.056 RIN
1.128 0.975 BS
0.397 0.667 CL
1.111 1.312 IN
0.852 0.88 CL
0.264 1.23 RIN
0.444 0.642 RIN
1.214 1.271 IN
1.147 1.2 BS
0.932 0.715 CL
0.675 1.134 RIN
0.598 0.385 RIN
0.496 0.924 RIN
0.539 2.084 RIN
0.647 0.633 RIN
1.047 0.26 IN
0.408 0.606 CL
0.748 1.063 RIN
0.089 1.474 RIN
0.691 1.039 IN
0.674 0.882 CL
0.855 0.162 CL
0.649 0.244 RIN
0.85 0.937 RIN
1.149 0.994 BS
1.029 0.746 IN
1.233 1.235 IN
1.106 0.138 BS
0.339 1.148 IN
0.757 0.28 CL
0.363 1.589 RIN
0.343 0.383 RIN
0.444 0.058 RIN
0.987 1.397 IN
1.13 1 BS
0.368 1.313 BS
0.503 0.3 CL
0.104 2.559 CL
0.147 1.729 CL
0.447 0.581 CL
0.427 0.669 RIN
0.277 0.625 RIN
0.594 1.225 CL
0.386 0.929 RIN
0.837 0.343 CL
0.8 1.547 RIN
0.401 1.425 CL
1.02 1.652 IN
0.413 1.643 RIN
0.85 0.066 RIN
1.16 0.101 BS
0.845 0.44 BS
0.412 1.226 RIN
0.474 0.339 CL
1.139 0.251 BS
0.41 0.306 CL
1.305 0.733 BS
1.017 0.585 BS
0.888 0.457 IN
0.128 0.527 CL
1.047 1.044 IN
0.107 0.155 RIN
0.632 0.187 RIN
0 0 CL
1.632 0.218 BS
1.372 0.51 BS
1.554 1.242 BS
1.368 0.884 BS
2.006 0.535 BS
1.418 0.755 BS
1.557 0.931 BS
1.63 0.616 BS
1.295 0.43 BS
0.933 0.638 BS
1.574 0.172 IN
1.59 0.492 IN
1.879 0.622 BS
1.816 0.395 IN
1.973 0.106 BS
1.766 0.785 BS
1.312 0.952 BS
1.391 0.88 BS
2.16 0.724 BS
1.237 0.953 IN
1.372 0.288 IN
1.609 0.172 BS
1.496 0.567 IN
1.432 0.026 BS
1.337 1.251 IN
1.856 0.005 IN
1.872 0.233 IN
1.068 0.308 CL
1.736 0.689 BS
1.402 0.558 BS
1.822 0.378 BS
1.711 0.494 BS
1.408 0.229 IN
1.355 0.248 BS
1.591 0.145 BS
1.125 1.134 IN
1.268 1.123 IN
1.696 0.818 IN
1.574 0.826 IN
1.18 1.151 IN
1.103 1.093 IN
1.309 0.294 BS
1.313 0.213 BS
1.266 0.378 BS
1.484 0.471 BS
1.572 0.187 BS
1.624 0.085 BS
1.434 0.158 BS
1.853 0.332 BS
0.26 0.471 BS
1.433 0.005 BS
1.353 0.331 BS
1.149 0.408 BS
1.824 0.029 BS
1.227 0.065 CL
1.494 0.839 BS
1.716 0.755 BS
1.594 0.532 BS
1.952 0.639 BS
1.756 0.05 BS
1.575 0.204 BS
1.196 0.131 BS
1.147 0.608 BS
1.574 0.197 BS
1.523 0.32 BS
1.63 0.291 BS
1.696 0.273 BS
1.862 0.104 BS
2.108 0.513 BS
1.313 0.815 IN
1.343 1.278 IN
1.377 0.073 BS
1.45 0.458 IN
1.437 0.011 BS
1.912 0.107 BS
1.719 0.002 IN
1.813 0.065 IN
2.116 0.296 BS
1.425 0.343 BS
1.387 0.361 BS
1.851 0.07 BS
1.8 0.094 BS
1.584 0.102 BS
1.82 0.202 BS
1.717 0.446 BS
1.36 0.358 BS
1.778 0.213 BS
1.536 0.576 BS
1.847 0.484 BS
1.562 0.054 BS
1.284 0.454 BS
1.138 0.354 BS
1.007 0.983 BS
1.381 0.417 BS
1.851 0.243 ITL
0.165 0.601 BS
0.497 1.096 BS
0.423 0.861 BS
0.424 0.8 BS
0.193 0.849 BS
1.789 0.26 IN
1.664 0.261 IN
1.733 0.542 IN
1.74 0.444 IN
1.766 0.476 IN
1.928 0.343 IN
1.798 0.333 IN
2.092 0.294 IN
1.285 0.975 BS
1.093 0.863 BS
1.345 0.235 IN
1.54 0.373 IN
1.587 0.24 IN
1.402 0.919 BS
1.226 0.017 IN
1.112 0.335 IN
1.411 0.795 BS
1.192 0.732 BS
1.232 0.346 BS
0.863 0.594 BS
0.818 0.847 BS
1.046 1.044 BS
1.643 0.607 IN
1.701 0.524 IN
1.729 0.57 IN
1.675 0.537 IN
1.156 0.001 IN
1.716 0.082 BS
1.172 0.176 BS
1.365 0.858 IN
1.547 0.775 IN
1.226 0.694 BS
1.224 0.61 BS
1.544 0.232 BS
0.622 1.096 BS
0.625 1.011 BS
0.333 0.74 BS
0.763 0.465 BS
1.17 0.788 BS
2.835 1.515 ITL
2.673 0.207 IN
2.052 0.637 ITL
1.196 1.277 ITL
2.741 0.12 IN
1.787 0.748 IN
2.306 1.646 ITL
2.324 0.628 ITL
2.72 0.52 ITL
1.011 1.628 ITL
1.486 2.224 ITL
2.524 0.85 ITL
1.818 0.279 IN
1.772 0.301 IN
0.752 0.898 ITL
2.566 0.256 IN
0.712 0.771 ITL
0.791 0.735 IN
2.457 0.274 IN
2.049 0.217 ITL
1.942 0.246 ITL
1.942 1.198 ITL
2.973 2.009 ITL
1.537 0.828 IN
2.627 0.201 ITL
1.822 2.562 ITL
0.583 1.226 ITL
2.791 1.805 ITL
2.122 0.46 IN
1.767 2.837 ITL
2.749 0.498 ITL
2.826 2.618 ITL
1.384 1.952 ITL
2.875 0.318 ITL
0.993 0.551 ITL
1.938 0.292 IN
2.709 0.207 IN
2.067 2.766 ITL
2.248 2.328 ITL
1.459 0.075 IN
2.754 1.683 ITL
2.909 1.954 ITL
2.826 0.63 ITL
0.503 2.863 ITL
1.156 0.147 IN
2.497 1.061 ITL
0.701 2.531 ITL
2.967 1.975 ITL
1.047 2.79 ITL
2.856 0.681 ITL
0.47 2.304 ITL
1.917 0.082 IN
1.923 0.01 IN
2.964 0.468 ITL
2.881 0.3 ITL
2.915 2.69 ITL
0.88 0.571 ITL
1.109 2.327 ITL
1.971 0.716 ITL
1.341 0.062 IN
0.759 2.928 ITL
2.54 2.132 ITL
0.701 0.791 ITL
1.402 0.089 ITL
2.67 1.094 ITL
0.664 1.674 ITL
0.812 1.655 ITL
1.423 0.167 IN
1.376 0.167 IN
1.159 0.194 ITL
2.408 2.708 ITL
2.856 0.845 ITL
0.821 0.673 ITL
1.175 2.884 ITL
1.793 0.418 IN
2.371 0.981 ITL
2.442 1.014 ITL
2.688 0.028 IN
2.982 0.265 IN
2.368 0.227 IN
2.346 0.282 IN
0.513 1.907 ITL
0.482 1.952 ITL
2.601 2.703 ITL
2.738 2.439 ITL
0.113 2.191 ITL
0.233 2.184 ITL
1.785 2.411 ITL
1.473 2.544 ITL
1.504 2.45 ITL
1.415 0.54 IN
1.777 0.552 ITL
1.801 0.772 ITL
2.151 0.173 IN
2.138 0.25 IN
2.217 0.226 IN
1.201 2.768 ITL
1.113 2.767 ITL
1.168 2.69 ITL
1.451 0.02 ITL
0.987 0.573 ITL
1.035 0.589 ITL
1.282 0.487 IN
1.497 0.4 IN
0.845 0.66 ITL
0.93 0.688 ITL
0.817 0.753 ITL
2.899 2.631 ITL
1.606 1.066 ITL
1.469 0.927 ITL
2.899 1.165 ITL
2.939 1.182 ITL
2.857 1.121 ITL
2.096 2.686 ITL
2.064 2.509 ITL
2.018 2.763 ITL
2.647 0.567 ITL
2.63 0.592 ITL
2.595 0.521 ITL
2.599 0.795 ITL
2.591 0.657 ITL
2.423 2.325 ITL
0.59 2.258 ITL
0.714 2.374 ITL
0.493 1.088 ITL
0.554 1.006 ITL
0.546 1.129 ITL
0.506 1.182 ITL
2.13 0.45 IN
1.999 0.288 IN
1.947 0.216 IN
2.08 0.311 IN
2.486 2.878 ITL
2.476 2.975 ITL
1.375 2.279 ITL
1.424 2.249 ITL
1.457 2.246 ITL
1.518 2.251 ITL
0.499 1.987 ITL
0.597 1.928 ITL
0.495 1.98 ITL
0.606 1.896 ITL
0.542 0.576 ITL
0.752 0.524 ITL
1.469 0.367 ITL
1.077 0.407 ITL
1.268 0.239 ITL
1.043 0.784 ITL
1.813 0.908 ITL
1.369 0.756 ITL
1.549 0.923 ITL
1.49 0.867 ITL
1.661 0.922 ITL
2.031 0.037 IN
1.835 0.045 IN
1.784 0.018 IN
1.823 0.143 IN
1.804 0.088 IN
2.878 1.589 ITL
2.79 1.655 ITL
2.818 1.682 ITL
2.814 1.665 ITL
1.645 0.268 IN
2.003 0.181 IN
1.926 0.196 IN
2.112 0.172 IN
2.055 0.128 IN
1.023 0.804 ITL
1.008 0.943 ITL
1.255 0.708 ITL
1.295 0.924 ITL
1.215 0.707 ITL
1.144 0.599 ITL
1.13 0.828 ITL
1.184 0.808 ITL
0.726 1.895 ITL
0.723 1.871 ITL
1.11 1.781 ITL
1.01 1.722 ITL
0.966 2.01 ITL
1.06 2.152 ITL
1.143 1.99 ITL
0.951 2.027 ITL
0.94 2.052 ITL
1.227 1.51 ITL
1.46 1.549 ITL
1.324 1.417 ITL
1.231 1.469 ITL
1.39 1.619 ITL
1.238 1.633 ITL
1.301 1.61 ITL
1.121 1.467 ITL
2.557 0.254 IN
2.818 0.101 IN
2.549 0.107 IN
2.709 0.247 IN
2.693 0.09 IN
2.393 0.227 IN
2.487 0.102 IN
2.68 0.091 IN
2.966 0.132 IN
2.881 0.083 IN
2.919 0.017 IN
2.854 0.16 ITL
2.877 0.154 ITL
2.807 0.146 ITL
2.916 0.001 ITL
2.863 0.093 ITL
2.717 0.139 ITL
2.931 0.009 ITL
2.575 0.27 ITL
2.279 2.319 ITL
2.467 2.16 ITL
2.501 2.188 ITL
2.324 2.089 ITL
2.41 2.241 ITL
2.414 2.185 ITL
0.657 2.237 ITL
0.588 2.28 ITL
0.618 2.27 ITL
0.202 2.351 ITL
0.346 2.407 ITL
0.351 2.066 ITL
0.268 2.215 ITL
0.52 2.19 ITL
0.608 2.628 ITL
0.269 2.405 ITL
0.745 2.194 ITL
0.293 2.117 ITL
0.39 2.15 ITL
0.61 2.589 ITL
0.536 2.629 ITL
0.413 2.199 ITL
0.855 2.213 ITL
2.634 2.353 ITL
2.883 2.34 ITL
1.988 2.475 ITL
2.131 2.233 ITL
2.091 2.214 ITL
2.451 2.325 ITL
2.485 2.22 ITL
2.395 2.291 ITL
1.323 2.486 ITL
1.992 2.199 ITL
1.464 2.354 ITL
1.897 2.306 ITL
1.538 2.444 ITL
1.532 2.702 ITL
1.711 2.377 ITL
0.661 2.87 ITL
0.445 2.975 ITL
1.48 0.363 ITL
2.192 0.509 ITL
1.688 0.298 ITL
1.653 0.391 ITL
1.412 0.57 ITL
2.571 0.502 ITL
2.295 0.463 ITL
1.624 0.307 ITL
2.3 0.173 ITL
1.998 0.167 ITL
2.118 0.449 ITL
1.814 0.51 ITL
2.219 0.55 ITL
2.038 0.182 ITL
2.103 0.326 ITL
2.267 0.58 ITL
2.188 2.916 ITL
1.422 2.751 ITL
1.44 2.684 ITL
1.806 2.165 ITL
1.41 2.713 ITL
1.401 2.662 ITL
1.793 2.774 ITL
1.724 2.422 ITL
1.687 2.277 ITL
1.373 2.312 ITL
1.225 2.54 ITL
1.702 2.424 ITL
1.441 2.003 ITL
1.559 2.447 ITL
1.451 2.527 ITL
1.198 2.33 ITL
1.719 2.58 ITL
1.399 2.516 ITL
1.696 2.744 ITL
1.542 2.517 ITL
1.475 2.622 ITL
1.689 2.527 ITL
1.913 2.844 ITL
1.793 2.479 ITL
1.518 2.78 ITL
1.657 2.666 ITL
1.835 2.739 ITL
1.636 2.627 ITL
1.098 2.401 ITL
1.114 2.39 ITL
2.191 2.48 ITL
2.109 2.574 ITL
1.6 2.528 ITL
1.747 2.727 ITL
1.548 2.578 ITL
1.682 2.884 ITL
2.993 0.187 ITL
2.355 0.506 ITL
1.009 0.881 ITL
0.877 0.361 ITL
1.762 0.559 ITL
1.765 0.828 ITL
1.54 0.895 ITL
1.674 0.721 ITL
1.496 0.848 ITL
1.792 0.966 ITL
1.779 0.685 ITL
1.652 1.032 ITL
1.77 0.789 ITL
1.69 0.375 ITL
1.708 0.386 ITL
1.821 0.645 ITL
1.668 0.739 ITL
1.822 0.503 ITL
2.627 0.486 ITL
2.356 0.664 ITL
2.233 0.258 ITL
2.552 1.254 ITL
2.495 0.216 ITL
2.574 0.164 ITL
2.494 0.571 ITL
2.285 0.714 ITL
2.494 0.399 ITL
2.6 0.637 ITL
2.484 0.358 ITL
0.96 0.442 ITL
0.561 0.545 ITL
0.765 0.177 ITL
0.896 0.268 ITL
0.609 0.624 ITL
0.7 0.393 ITL
0.813 0.668 ITL
0.767 0.829 ITL
0.823 0.862 ITL
0.739 0.284 ITL
0.898 0.347 ITL
0.987 0.698 ITL
0.806 0.445 ITL
0.352 0.792 ITL
0.623 0.481 ITL
1.012 0.505 ITL
0.755 1.103 ITL
0.554 0.396 ITL
0.766 0.582 ITL
0.883 0.784 ITL
0.624 1.176 ITL
0.951 1.228 ITL
1.105 0.58 ITL
0.781 0.387 ITL
0.813 0.427 ITL
0.855 0.913 ITL
0.725 0.644 ITL
0.797 0.692 ITL
0.559 0.522 ITL
0.637 0.695 ITL
0.818 0.416 ITL
0.737 0.518 ITL
0.826 0.25 ITL
0.761 0.618 ITL
1.199 0.488 ITL
1.003 0.694 ITL
1.012 0.495 ITL
1.211 0.933 ITL
2.824 2.752 ITL
2.665 2.969 ITL
1.599 2.786 ITL
1.608 2.782 ITL
1.696 2.905 ITL
1.529 2.55 ITL
1.08 2.858 ITL
1.5 2.921 ITL
1.605 2.775 ITL
1.217 2.618 ITL
1.525 2.921 ITL
1.506 2.658 ITL
0.643 2.987 ITL
2.332 2.138 ITL
1.874 2.605 ITL
1.434 2.126 ITL
2.774 2.817 ITL
2.47 2.86 ITL
2.698 2.171 ITL
2.291 2.951 ITL
2.787 2.42 ITL
2.498 2.4 ITL
0.804 2.765 ITL
2.474 2.912 ITL
0.362 2.212 ITL
2.897 2.421 ITL
1.356 2.523 ITL
1.813 1.972 ITL
2.737 2.548 ITL
1.672 1.907 ITL
2.936 2.785 ITL
1.919 1.922 ITL
1.641 1.923 ITL
2.681 2.213 ITL
2.703 2.189 ITL
1.671 2.216 ITL
2.845 2.511 ITL
2.052 2.16 ITL
1.104 2.091 ITL
1.493 2.918 ITL
1.073 2.754 ITL
2.963 2.718 ITL
2.936 2.818 ITL
1.609 2.096 ITL
1.47 2.243 ITL
1.214 2.079 ITL
1.258 2.137 ITL
1.199 2.095 ITL
1.507 0.94 ITL
2.555 0.092 IN
2.789 0.257 ITL
2.958 1.593 ITL
1.578 0.785 IN
2.969 0.251 ITL
0.911 0.225 IN
2.58 0.352 IN
1.493 0.109 IN
1.422 0.059 IN
1.071 1.232 ITL
1.609 1.023 ITL
2.613 0.095 IN
2.396 0.859 ITL
1.054 0.699 IN
1.822 0.857 ITL
2.56 0.22 IN
0.776 0.507 ITL
1.879 0.095 ITL
2.302 0.361 IN
2.858 1.516 ITL
2.45 0.036 IN
0.214 1.152 IN
2.181 0.287 IN
2.785 0.214 IN
2.161 0.177 ITL
1.704 0.447 ITL
1.919 0.151 IN
1.11 0.427 IN
1.438 0.131 IN
2.55 1.122 ITL
1.902 0.186 ITL
1.925 0.191 ITL
2.968 0.511 IN
1.053 1.296 ITL
2.849 0.159 ITL
2.763 0.115 ITL
1.76 0.397 ITL
2.137 1.323 ITL
1.422 0.337 IN
2.606 0.098 IN
2.076 0.105 ITL
1.453 0.712 IN
2.439 1.028 ITL
2.395 1.061 ITL
2.416 0.085 IN
2.523 0.169 IN
2.066 1.056 ITL
2.511 0.367 IN
1.575 0.031 ITL
2.901 1.231 ITL
1.772 0.904 ITL
1.056 0.942 ITL
2.523 1.576 ITL
1.73 1.641 ITL
2.762 0.785 ITL
2.727 0.843 ITL
1.508 0.787 ITL
2.485 0.251 IN
1.726 0.458 IN
2.234 1.272 ITL
2.945 1.393 ITL
1.426 0.145 ITL
0.851 1.408 ITL
2.788 0.518 IN
2.22 1.141 ITL
1.673 0.575 IN
2.32 1.416 ITL
2.536 0.8 IN
2.167 0.569 IN
2.058 0.454 IN
2.989 1.605 ITL
2.378 0.838 IN
2.647 1.079 ITL
1.344 0.819 IN
2.716 0.674 ITL
2.515 1.57 ITL
2.494 1.82 ITL
2.692 1.548 ITL
2.579 0.459 ITL
1.621 0.472 IN
0.73 1.391 ITL
2.674 1.788 ITL
2.385 0.291 ITL
2.141 0.158 IN
1.709 0.269 IN
1.7 0.32 IN
2.532 0.394 IN
2.321 0.176 IN
2.488 0.095 IN
0.995 0.221 IN
1.93 0.148 IN
2.006 0.206 IN
1.568 0.319 ITL
1.366 0.068 IN
1.286 1.812 ITL
1.323 1.807 ITL
2.802 0.528 ITL
2.312 0.378 IN
1.543 0.7 IN
1.472 0.165 IN
1.881 0.194 ITL
1.885 0.236 ITL
1.629 0.162 ITL
2.804 0.071 ITL
0.751 0.431 IN
0.775 0.418 IN
1.369 1.028 ITL
1.056 1.499 ITL
1.272 1.595 ITL
2.938 0.318 IN
2.98 0.059 IN
1.947 1.771 ITL
2.803 0.301 ITL
1.591 0.117 IN
1.72 1.151 ITL
1.779 1.166 ITL
2.479 0.182 IN
2.915 0.832 ITL
2.285 0.761 ITL
2.256 0.544 ITL
2.987 0.005 ITL
2.578 0.35 ITL
2.766 0.307 ITL
2.888 0.353 ITL
2.896 0.214 ITL
2.88 0.161 ITL
1.727 0.174 ITL
1.765 0.303 ITL
1.682 0.113 ITL
1.759 0.099 ITL
2.374 0.202 IN
2.523 0.102 IN
1.957 0.128 IN
1.968 0.273 IN
2.825 1.001 ITL
2.851 1.128 ITL
2.8 0.909 ITL
2.663 0.622 ITL
0.986 1.436 ITL
1.023 1.333 ITL
1.247 1.424 ITL
1.466 1.448 ITL
1.886 0.468 IN
2.339 0.327 IN
2.341 0.359 IN
2.283 0.637 IN
2.31 0.22 IN
2.385 0.356 IN
2.281 0.302 IN
2.553 0.505 IN
1.791 0.616 IN
2.919 0.867 IN
2.359 0.139 IN
2.345 0.074 IN
2.928 0.436 IN
2.907 0.448 IN
2.627 0.511 IN
2.553 0.248 IN
2.358 0.835 IN
2.42 0.509 IN
2.602 0.129 ITL
1.978 0.066 IN
1.838 0.833 IN
1.601 0.388 IN
1.745 0.008 IN
1.216 0.163 IN
1.5 0.353 IN
1.765 0.505 IN
1.628 0.513 IN
1.128 0.057 IN
1.695 0.552 IN
1.283 1.235 IN
1.312 0.868 IN
1.342 0.919 IN
1.455 0.11 IN
2.524 1.681 ITL
2.757 1.825 ITL
2.872 1.582 ITL
2.908 1.567 ITL
2.889 1.567 ITL
1.438 0.245 IN
1.404 0.29 IN
1.4 0.258 IN
2.395 0.675 IN
2.137 0.607 IN
2.273 0.463 IN
2.644 0.375 IN
2.119 0.349 IN
2.707 1.626 ITL
2.711 1.461 ITL
2.633 1.584 ITL
2.723 1.57 ITL
2.971 1.55 ITL
2.965 0.194 IN
2.793 0.006 IN
2.371 0.087 IN
2.323 0.047 IN
2.73 0.109 IN
1.951 0.492 IN
2.548 0.624 IN
2.499 0.329 IN
2.27 0.428 IN
2.044 0.351 IN
2.257 0.951 IN
2.28 0.036 IN
2.232 0.563 IN
2.415 0.199 ITL
2.719 0.651 IN
2.635 0.559 IN
2.498 0.621 IN
2.541 0.617 IN
2.67 0.849 ITL
2.376 0.687 ITL
2.53 1.14 ITL
2.59 1.058 ITL
0.715 1.366 ITL
2.384 0.357 ITL
2.977 1.631 ITL
2.399 1.153 ITL
0.644 0.484 ITL
2.588 0.685 ITL
0.624 0.578 ITL
2.449 0.473 IN
2.967 0.449 ITL
2.025 1.038 ITL
2.806 1.41 ITL
2.882 1.225 ITL
1.24 0.417 ITL
2.905 1.192 ITL
2.006 0.549 IN
1.868 0.519 IN
2.457 0.844 ITL
2.185 0.353 IN
0.987 1.979 ITL
2.884 0.226 ITL
2.32 1.229 ITL
2.235 1.449 ITL
0.736 0.448 IN
0.772 0.404 IN
2.452 0.552 IN
1.097 0.069 IN
0.811 0.032 IN
2.439 0.164 IN
2.698 2.183 ITL
1.314 1.276 ITL
2.875 1.777 ITL
1.258 0.283 IN
1.724 0.884 IN
2.87 0.638 ITL
2.606 0.936 ITL
1.264 0.402 IN
2.364 0.087 IN
2.676 0.066 IN
2.004 1.474 ITL
0.603 0.336 ITL
2.066 1.19 ITL
1.05 1.213 ITL
1.896 0.556 ITL
2.167 0.001 ITL
1.956 0.094 IN
2.211 0.396 ITL
2.712 1.93 ITL
1.342 2.098 ITL
2.234 0.446 IN
2.293 1.239 ITL
0.866 0.155 ITL
2.385 0.006 IN
2.499 0.022 IN
2.039 1.287 ITL
2.223 0.117 IN
2.635 0.253 IN
2.94 1.031 ITL
1.249 0.636 ITL
1.779 0.6 IN
2.308 2.25 ITL
2.517 1.33 ITL
2.016 0.67 IN
1.372 0.664 ITL
1.803 0.222 IN
0.894 0.638 IN
2.679 0.194 IN
1.651 0.434 ITL
2.553 0.32 IN
1.493 0.509 ITL
1.536 0.487 ITL
0.089 1.311 ITL
2.736 0.419 ITL
2.742 0.405 ITL
2.978 0.425 IN
2.322 0.358 IN
1.65 0.66 IN
2.56 1.22 ITL
2.611 1.449 ITL
1.196 1.954 ITL
2.16 0.051 IN
1.704 0.775 IN
2.559 0.112 ITL
2.312 0.514 ITL
2.284 0.492 ITL
2.849 2.327 ITL
2.614 0.025 ITL
2.522 0.142 ITL
2.624 0.064 ITL
2.903 1.449 ITL
2.878 1.193 ITL
1.631 0.435 ITL
1.474 0.441 ITL
1.441 0.367 ITL
1.533 0.425 ITL
2.667 0.567 IN
1.298 0.74 ITL
2.234 0.143 ITL
2.238 0.146 ITL
2.656 0.78 ITL
2.713 0.861 ITL
2.738 0.137 IN
2.708 0.117 IN
2.63 0.302 IN
2.943 0.204 IN
0.808 2.142 ITL
0.619 2.004 ITL
2.993 1.598 ITL
2.868 1.403 ITL
2.918 1.57 ITL
2.681 2.294 ITL
2.452 2.291 ITL
2.788 1.555 ITL
1.278 0.441 IN
0.589 0.639 IN
0.449 0.746 IN
1.895 0.854 IN
1.182 0.05 IN
1.583 0.751 IN
1.782 0.886 IN
2.216 0.833 IN
1.402 0.94 IN
2.26 0.651 IN
2.231 0.623 IN
2.786 1.316 ITL
2.826 1.373 ITL
2.72 0.904 ITL
2.459 1.316 ITL
2.646 1.693 ITL
2.861 0.317 ITL
2.962 0.666 ITL
2.997 0.855 ITL
2.888 1.204 ITL
2.864 0.784 ITL
2.561 0.679 ITL
2.622 0.384 ITL
2.96 0.761 ITL
2.698 1.714 ITL
2.749 0.54 ITL
2.671 1.224 ITL
2.542 0.554 ITL
2.977 0.651 ITL
2.594 1.071 ITL
1.565 0.437 ITL
2.908 0.38 ITL
2.518 0.649 ITL
2.649 0.655 ITL
2.93 0.567 ITL
2.602 0.673 ITL
1.406 0.75 ITL
1.907 0.231 ITL
2.144 0.032 IN
2.153 0.939 ITL
2.879 0.266 ITL
1.812 0.475 ITL
1.632 0.146 ITL
1.659 0.875 ITL
1.639 0.503 ITL
1.701 0.44 ITL
1.832 0.356 ITL
2.144 0.515 ITL
2.093 0.911 ITL
2.143 0.601 ITL
1.828 0.338 ITL
2.191 0.427 ITL
2.228 0.554 ITL
2.071 0.588 ITL
1.78 0.509 ITL
2.173 0.369 ITL
2.301 0.695 ITL
2.098 0.732 ITL
1.896 0.305 ITL
2.695 0.203 ITL
2.683 0.295 ITL
2.895 0.324 ITL
2.817 0.404 ITL
2.948 0.368 ITL
2.903 0.458 ITL
2.668 0.667 ITL
2.621 0.799 ITL
2.616 0.61 ITL
2.98 0.476 ITL
2.742 0.438 ITL
2.597 0.941 ITL
2.467 0.671 ITL
2.666 0.66 ITL
2.688 0.653 ITL
2.946 1.088 ITL
2.95 1.195 ITL
2.693 0.781 ITL
2.287 0.783 ITL
2.365 0.627 ITL
2.322 0.634 ITL
2.868 0.515 ITL
2.672 0.206 ITL
2.591 0.304 ITL
2.377 0.599 ITL
2.187 0.366 ITL
2.22 0.332 ITL
2.396 0.094 ITL
2.161 0.897 ITL
2.181 0.03 ITL
2.307 0.403 ITL
2.264 0.076 ITL
2.568 0.277 ITL
1.807 0.302 ITL
2.292 0.086 IN
2.656 0.353 ITL
2.965 0.47 ITL
2.754 0.556 ITL
2.888 0.275 ITL
2.638 1.036 ITL
2.788 0.559 ITL
2.889 0.799 ITL
2.688 0.184 ITL
2.992 0.456 ITL
2.587 0.59 ITL
2.5 0.063 ITL
2.955 0.328 ITL
2.913 0.008 ITL
2.762 0.213 ITL
